ECG
33412
33296
33292
33219
33160
33178
33105
33063
33085
33031
33019
33071
33038
33062
33106
33060
33091
33103
33015
32935
32892
32852
32796
32764
32750
32709
32567
32519
32509
32462
32461
32516
32492
32436
32388
32357
32305
32228
32143
32033
31911
31838
31823
31850
31873
31973
32131
32318
32414
32519
32600
32597
32564
32574
32484
32426
32375
32242
32087
31873
31676
31569
31601
31772
31959
32190
32476
32605
32652
32732
32767
32737
32753
32881
32929
32891
32858
32773
32639
32628
32598
32527
32510
32511
32462
32487
32514
32532
32502
32519
32582
32610
32619
32665
32708
32647
32639
32641
32590
32607
32642
32630
32645
32675
32645
32640
32652
32663
32548
32427
32327
32187
32047
31924
31820
31765
31688
31660
31687
31702
31704
31708
31751
31828
31949
32109
32246
32460
32871
33428
34078
34791
35679
36565
37308
38045
38831
39514
39962
40368
41071
41559
41775
42199
42391
42175
41551
40829
40135
39078
37765
36655
35562
34321
33416
32687
32058
31611
31339
31186
31078
30930
30742
30586
30466
30325
30225
30215
30154
30193
30394
30566
30765
30934
31073
31164
31251
31287
31351
31404
31470
31516
31548
31573
31611
31664
31655
31660
31722
31810
31868
31924
31956
31972
32024
32033
32020
32074
32059
32048
32078
32076
32069
32111
32094
32078
32135
32128
32116
32165
32168
32187
32255
32242
32285
32278
32294
32346
32319
32359
32343
32323
32341
32364
32308
32338
32349
32335
32350
32426
32413
32452
32556
32615
32600
32605
32647
32698
32671
32655
32665
32671
32629
32631
32666
32683
32647
32634
32679
32739
32800
32736
32770
32837
32847
32815
32821
32881
32905
32811
32801
32848
32780
32762
32829
32755
32732
32775
32739
32748
32808
32869
32871
32866
32932
33007
33047
33007
33012
33063
33025
32924
32935
32991
32999
32948
32959
33072
33110
33135
33228
33300
33247
33345
33359
33282
33324
33334
33227
33274
33229
33327
33274
33303
33397
33325
33303
33415
33419
33429
33551
33606
33574
33668
33596
33591
33709
33756
33725
33842
33963
33894
33838
33827
33852
33828
33796
33917
33878
33898
34042
34047
34052
34217
34169
34147
34269
34221
34215
34311
34332
34212
34294
34429
34428
34362
34453
34502
34377
34495
34597
34533
34581
34679
34695
34596
34631
34761
34655
34637
34743
34726
34623
34743
34727
34590
34695
34751
34624
34786
34767
34642
34668
34714
34600
34461
34523
34534
34357
34279
34342
34220
34028
34030
33983
33747
33764
33638
33493
33463
33407
33249
33262
33257
33127
33060
33122
33111
33009
32927
32900
32753
32568
32503
32454
32326
32269
32207
32102
32062
32045
31974
31967
32007
31930
31953
31940
31836
31803
31787
31742
31693
31686
31636
31583
31558
31527
31495
31516
31535
31559
31623
31623
31674
31710
31671
31679
31708
31648
31596
31581
31591
31567
31572
31591
31544
31575
31562
31542
31590
31620
31644
31684
31743
31747
31778
31797
31725
31707
31760
31740
31784
31822
31821
31885
31874
31878
31892
31836
31809
31871
31881
31925
31963
31897
31935
31920
31894
31925
31862
31919
31894
31911
31919
31936
31927
31889
31925
31894
31957
31988
31942
31983
32004
32026
32023
31996
32054
31980
31997
31990
31959
32009
31974
31966
31972
31963
32012
32055
32063
32148
32143
32188
32255
32143
32195
32201
32154
32203
32133
32090
32150
32117
32037
32069
32134
32058
32100
32149
32126
32172
32235
32245
32279
32382
32443
32407
32473
32533
32434
32437
32471
32389
32404
32436
32359
32404
32325
32316
32399
32297
32405
32398
32390
32470
32379
32436
32502
32471
32578
32607
32519
32596
32564
32527
32570
32447
32423
32452
32401
32410
32468
32407
32489
32396
32436
32490
32441
32559
32500
32559
32578
32463
32492
32425
32362
32407
32353
32358
32429
32359
32436
32547
32508
32501
32603
32628
32552
32647
32540
32541
32582
32490
32476
32492
32391
32368
32364
32253
32274
32291
32246
32278
32347
32291
32372
32455
32380
32422
32343
32364
32415
32399
32519
32491
32502
32603
32551
32641
32720
32710
32865
32822
32973
32954
33010
33116
33077
33183
33091
33163
33188
33071
33125
33003
32972
33019
32943
32947
33029
32948
33005
33082
32997
33089
33103
33014
33053
33092
32959
32999
33018
32891
32964
32822
32775
32812
32655
32695
32636
32545
32631
32580
32596
32670
32544
32596
32629
32519
32551
32500
32408
32441
32337
32356
32372
32309
32375
32319
32287
32365
32311
32353
32420
32319
32380
32377
32351
32444
32429
32357
32428
32356
32337
32431
32483
32426
32500
32476
32423
32524
32455
32487
32551
32485
32413
32495
32549
32463
32470
32560
32590
32532
32582
32598
32456
32518
32599
32485
32482
32546
32474
32447
32514
32625
32615
32516
32580
32639
32573
32613
32677
32690
32605
32612
32660
32563
32551
32615
32655
32622
32684
32780
32692
32650
32650
32444
32259
32145
32005
31831
31806
31820
31719
31751
31794
31732
31876
31978
32092
32325
32391
32640
33027
33346
33964
34574
35230
36125
36715
37441
38334
38775
39542
40076
40316
40972
41319
41401
41927
41988
41636
41335
40532
39479
38599
37230
36127
34951
33660
32710
31983
31340
31013
30831
30715
30667
30566
30444
30373
30277
30153
30100
30041
30038
30103
30231
30396
30564
30679
30811
30959
31012
31137
31188
31225
31340
31428
31496
31677
31703
31802
31896
31870
32007
31973
32005
32135
32076
32169
32210
32164
32277
32201
32213
32271
32244
32203
32260
32313
32258
32342
32398
32311
32375
32471
32431
32378
32451
32471
32399
32460
32407
32359
32429
32440
32354
32444
32463
32420
32515
32558
32452
32526
32598
32479
32570
32647
32546
32644
32707
32628
32711
32759
32666
32655
32732
32767
32706
32833
32866
32767
32815
32914
32830
32827
32898
32852
32759
32817
32881
32795
32749
32804
32868
32749
32746
32805
32775
32751
32869
32811
32796
32959
32881
32871
32943
32863
32871
32964
32955
32885
32999
33087
33063
32999
33075
33134
33037
33080
33174
33116
33100
33181
33209
33143
33238
33199
33164
33322
33180
33193
33325
33211
33244
33364
33252
33299
33435
33447
33364
33489
33535
33450
33610
33711
33573
33654
33696
33544
33628
33708
33635
33635
33767
33718
33671
33777
33887
33824
33879
33924
34055
34015
33911
33999
34097
34079
34035
34128
34282
34220
34209
34379
34311
34260
34417
34329
34311
34442
34503
34393
34444
34604
34541
34484
34615
34636
34495
34621
34711
34594
34590
34750
34579
34596
34725
34543
34640
34627
34569
34759
34664
34652
34791
34716
34634
34780
34599
34731
34565
34464
34547
34321
34351
34308
34079
34092
34088
33871
33831
33885
33759
33580
33589
33564
33324
33356
33219
33124
33090
32980
32762
32784
32788
32645
32679
32573
32447
32462
32461
32316
32351
32410
32260
32292
32373
32235
32263
32215
32055
32080
32098
31911
31871
31793
31661
31676
31647
31521
31524
31551
31431
31468
31511
31521
31596
31681
31591
31568
31636
31522
31559
31546
31385
31415
31332
31277
31317
31356
31329
31431
31547
31521
31639
31572
31612
31716
31686
31735
31820
31739
31695
31702
31685
31612
31689
31729
31687
31812
31927
31772
31796
31841
31719
31791
31814
31727
31783
31788
31687
31690
31769
31758
31670
31684
31742
31782
31695
31724
31821
31847
31812
31868
31872
31774
31844
31903
31885
31861
31878
31943
31998
31951
31927
31923
31897
31975
31919
32060
31980
31956
32079
32033
32055
32084
32007
32102
32088
32015
32099
32020
32076
32127
31999
32103
32042
32073
32099
32030
32159
32059
32191
32124
32236
32233
32279
32173
32262
32319
32203
32237
32300
32182
32288
32278
32158
32241
32199
32245
32316
32254
32386
32290
32279
32359
32284
32418
32433
32330
32422
32358
32308
32387
32309
32230
32287
32215
32191
32323
32258
32132
32199
32244
32231
32373
32236
32164
32183
32036
31993
31942
31782
31919
32007
32188
32540
32629
32805
33063
33021
33023
33084
32975
32866
32949
32775
32739
32775
32533
32552
32627
32505
32615
32715
32604
32757
32822
32815
32984
33048
33018
33150
33282
33199
33167
33287
33381
33268
33287
33420
33335
33268
33306
33317
33148
33119
33206
33087
33108
33237
33140
33135
33245
33318
33182
33157
33269
33148
33147
33218
33029
33124
33144
32956
32869
32931
32942
32764
32751
32807
32791
32714
32740
32820
32806
32660
32587
32579
32516
32396
32380
32436
32554
32539
32439
32543
32599
32450
32449
32503
32542
32532
32470
32452
32470
32526
32460
32316
32310
32401
32455
32379
32383
32494
32580
32518
32551
32645
32707
32612
32586
32660
32730
32589
32599
32673
32696
32525
32634
32707
32550
32541
32617
32477
32533
32569
32410
32514
32582
32477
32591
32500
32533
32621
32621
32533
32627
32492
32510
32638
32564
32511
32575
32579
32452
32606
32655
32551
32600
32668
32650
32527
32583
32647
32577
32391
32348
32259
31978
31911
31920
31783
31709
31772
31825
31751
31850
32055
32091
32255
32639
32765
32956
33311
33866
34444
34900
35574
36358
37136
37686
38170
38911
39423
39740
40076
40752
41159
41223
41420
41519
41223
40527
39922
38959
37678
36623
35500
34124
33040
32228
31413
30790
30453
30311
30179
30109
30096
30076
29958
29884
29860
29792
29727
29765
29881
30031
30171
30376
30628
30779
30854
30996
31150
31239
31252
31354
31470
31587
31572
31686
31843
31897
31866
31919
32084
32083
32061
32084
32191
32263
32219
32113
32150
32227
32263
32166
32193
32254
32372
32292
32284
32323
32407
32463
32364
32392
32495
32533
32397
32433
32519
32547
32426
32356
32420
32546
32541
32442
32492
32568
32679
32715
32626
32621
32660
32745
32792
32773
32671
32631
32679
32698
32573
32612
32710
32743
32642
32651
32749
32844
32797
32790
32887
32959
32886
32814
32901
32967
32829
32891
32951
32806
32828
32916
32956
32807
32823
32935
32968
32884
32991
33087
33031
32983
33115
33167
33013
33098
33165
33012
32983
33099
33116
32968
32995
33108
33205
33154
33129
33221
33287
33372
33324
33248
33283
33417
33377
33286
33413
33476
33335
33286
33348
33406
33300
33292
33431
33455
33371
33444
33588
33567
33516
33634
33764
33711
33660
33687
33788
33861
33730
33679
33766
33854
33752
33743
33858
33962
34028
33979
33945
33999
34123
34223
34082
34148
34294
34357
34201
34239
34377
34319
34222
34347
34418
34367
34347
34447
34542
34567
34438
34487
34682
34724
34609
34617
34751
34780
34630
34655
34794
34836
34670
34730
34799
34798
34652
34675
34799
34922
34765
34750
34888
34951
34785
34727
34708
34833
34687
34560
34527
34630
34385
34362
34324
34127
34151
34204
34086
33948
33936
33946
33775
33591
33607
33570
33410
33213
33183
33212
32974
32860
32868
32820
32574
32532
32550
32506
32385
32327
32371
32373
32283
32095
32091
32167
32103
31893
31890
31895
31785
31695
31716
31730
31599
31527
31526
31524
31589
31591
31515
31546
31607
31641
31503
31473
31540
31572
31463
31435
31494
31495
31334
31364
31430
31343
31290
31356
31455
31379
31440
31535
31437
31439
31511
31563
31460
31519
31554
31463
31407
31484
31515
31457
31373
31439
31495
31439
31463
31556
31638
31559
31646
31700
31567
31554
31623
31648
31525
31524
31621
31609
31493
31507
31603
31511
31507
31567
31679
31639
31541
31594
31687
31697
31614
31711
31761
31700
31666
31721
31777
31649
31692
31758
31649
31687
31812
31780
31764
31865
31975
31886
31855
31966
31993
31895
31936
31983
31861
31860
31959
31845
31839
31932
31850
31840
31941
31914
31872
32045
31963
31998
32108
31996
32134
32012
32135
32073
31964
32074
32132
31998
32004
32082
32015
31916
31997
32077
31975
32038
32190
32202
32135
32259
32226
32243
32191
32252
32242
32354
